item_id,author_id,full_name,orcid_id
18851036,333704,Andrew Sih,
18851036,461823,Bob Wong,
20499582,3349199,Toby Handfield,
20486919,12676748,Ina Ratriyana,
20486919,13246941,Desideria Murti,0000-0001-5856-4683
20464428,11582086,Rodolfo de Oliveira Anderson,
20464428,8862611,David Chapple,
20464428,3631087,Celine Goulet,
20444058,3116526,Larry M. Arjomandi,0000-0002-7597-2109
20437509,11017761,Lauren Hanegraaf,
20437509,6713078,Antonio Verdejo-Garcia,
20437509,3332415,Jakob Hohwy,
20437509,13202474,Bryan Paton,
20418837,13188404,Mike Y. M. Lau,0000-0002-6592-2036
20418837,13202134,Ryosuke Hirai,0000-0002-8032-8174
20418837,8104358,Daniel Price,
20418837,13202144,Ilya Mandel,0000-0002-6134-8946
20422257,1260981,Justen O'Connor,0000-0001-6368-6693
20399691,5901185,Valentijn Pauwels,
20400018,805546,Ansa Emmanuel Cobham,
20400018,8714385,Brent Neumann,
20400018,3075144,Christen Mirth,0000-0002-9765-4021
20399628,5901185,Valentijn Pauwels,
20399376,5901185,Valentijn Pauwels,
20390031,3116526,Larry M. Arjomandi,0000-0002-7597-2109
20381580,13158129,Sramana Neogi,
20372814,13110186,Iain Hammond,
20372814,8104358,Daniel Price,
2001141,1223994,Michael Brown,
20291913,13033143,Quy Nguyen,
19375091,10931559,Eleanor Hay,
19375091,8113441,Matthew McGee,
19375091,6636350,Steven Chown,
20291904,13033143,Quy Nguyen,
20291895,13033143,Quy Nguyen,
20291886,13033143,Quy Nguyen,
20291862,13033143,Quy Nguyen,
20291850,13033143,Quy Nguyen,
20145620,8104358,Daniel Price,
20145620,12804728,Josh Calcino,
20145620,6833459,Christophe Pinte,
20179550,12965786,Lachlan Chumbley,
7835480,7302647,Carlo Rindi Nuzzolo,0000-0002-8183-8483
19210632,12114855,Bernard Field,0000-0003-0352-9156
19210632,12115117,Agustin Schiffrin,0000-0003-1140-8485
19210632,12115118,Nikhil Medhekar,0000-0003-3124-4430
19345001,6237554,Lisa Young,0000-0001-8804-4152
19345001,1260981,Justen O'Connor,0000-0001-6368-6693
19345001,5711891,Laura Alfrey,
20044739,12854588,Marycarmen Martinez Diaz,
20044739,6792239,Ruth Reef,
21357762,3641230,Christopher Burton,
20079527,2748151,Simon Walker,
21310803,5542826,Mariana Tinajero-Trejo,
21310803,3306138,Oliver Carnell,
21310803,13932160,Azhar F Kabli,
21310803,9684878,Laia Pasquina Lemonche,
21310803,11900921,Lucia Lafage,
21310803,382400,Aidong Han,
21310803,13932254,Jamie Hoobs,
21310803,13932165,Simon Foster,
21311115,5542826,Mariana Tinajero-Trejo,
21311115,13942466,Oliver Carnell,
21311115,13932160,Azhar F Kabli,
21311115,9684878,Laia Pasquina Lemonche,
21311115,11900921,Lucia Lafage,
21311115,382400,Aidong Han,
21311115,13932254,Jamie Hoobs,
21311115,13932165,Simon Foster,
21304638,5542826,Mariana Tinajero-Trejo,
21304638,3306138,Oliver Carnell,
21304638,13932160,Azhar F Kabli,
21304638,9684878,Laia Pasquina Lemonche,
21304638,11900921,Lucia Lafage,
21304638,382400,Aidong Han,
21304638,13932254,Jamie Hoobs,
21304638,13932165,Simon Foster,
21304527,5542826,Mariana Tinajero-Trejo,
21304527,3306138,Oliver Carnell,
21304527,13932160,Azhar F Kabli,
21304527,9684878,Laia Pasquina Lemonche,
21304527,11900921,Lucia Lafage,
21304527,382400,Aidong Han,
21304527,1593013,Jamie K. Hobbs,
21304527,13932165,Simon Foster,
21310758,5542826,Mariana Tinajero-Trejo,
21310758,3306138,Oliver Carnell,
21310758,13932160,Azhar F Kabli,
21310758,9684878,Laia Pasquina Lemonche,
21310758,11900921,Lucia Lafage,
21310758,382400,Aidong Han,
21310758,13932254,Jamie Hoobs,
21310758,13932165,Simon Foster,
21310764,5542826,Mariana Tinajero-Trejo,
21310764,3306138,Oliver Carnell,
21310764,13932160,Azhar F Kabli,
21310764,9684878,Laia Pasquina Lemonche,
21310764,11900921,Lucia Lafage,
21310764,382400,Aidong Han,
21310764,13932254,Jamie Hoobs,
21310764,13932165,Simon Foster,
21310599,5542826,Mariana Tinajero-Trejo,
21310599,3306138,Oliver Carnell,
21310599,13932160,Azhar F Kabli,
21310599,9684878,Laia Pasquina Lemonche,
21310599,11900921,Lucia Lafage,
21310599,382400,Aidong Han,
21310599,13932254,Jamie Hoobs,
21310599,13932165,Simon Foster,
21310773,5542826,Mariana Tinajero-Trejo,
21310773,3306138,Oliver Carnell,
21310773,13932160,Azhar F Kabli,
21310773,9684878,Laia Pasquina Lemonche,
21310773,11900921,Lucia Lafage,
21310773,382400,Aidong Han,
21310773,13932254,Jamie Hoobs,
21310773,13932165,Simon Foster,
21310743,5542826,Mariana Tinajero-Trejo,
21310743,3306138,Oliver Carnell,
21310743,13932160,Azhar F Kabli,
21310743,9684878,Laia Pasquina Lemonche,
21310743,11900921,Lucia Lafage,
21310743,382400,Aidong Han,
21310743,13932254,Jamie Hoobs,
21310743,13932165,Simon Foster,
21310563,5542826,Mariana Tinajero-Trejo,
21310563,3306138,Oliver Carnell,
21310563,13932160,Azhar F Kabli,
21310563,9684878,Laia Pasquina Lemonche,
21310563,4409434,Lucia Lafage,
21310563,382400,Aidong Han,
21310563,13932254,Jamie Hoobs,
21310563,13932165,Simon Foster,
20937985,2749321,Christopher Cooney,
20937985,13707955,Jasmine Hardie,
21262254,5805644,William Gray,
21207065,5805644,William Gray,
21206528,5805644,William Gray,
21206636,5805644,William Gray,
12328226,2758270,Colin Angus,0000-0003-0529-4135
21273282,7443029,Furkan Terzioglu,
21273282,2763535,Jem Rongong,
21273282,2763649,Charles Lord,
21221009,2760595,Elizabeth Winstanley,
21221009,9941102,Sivakumar Namasivayam,
20589909,5805500,Kirsty McGhee,
20589909,12219743,Rahul Jayaprakash,
20589909,9686078,Kyriacos Georgiou,
20589909,6906401,Stephanie Burg,
20589909,1230462,David Lidzey,
21186355,2768587,Sebastian James,0000-0003-0208-0588
21186355,13842891,Mackenzie Englund,0000-0003-0098-7004
21186355,13842900,Riley Bottom,0000-0003-4946-2997
21186355,13848935,Roberto Perez,
21186355,13848938,Kathleen E. Connor,
21186355,13842903,Kelly J. Huffman,0000-0003-4918-4413
21186355,13842906,Leah A. Krubitzer,
21186355,201058,Stuart P. Wilson,
21163399,7442909,Marco Pontin,
21163399,2748286,Dana Damian,
20231877,8421186,Nicola Pennill,
20231877,2765572,Renee Timmers,
21187387,11515276,Leon Felipe Tellez Contreras,0000-0003-1468-4119
21197800,2759029,Rosemarie Brooks,
21198070,7447700,Sarah Edwards,
21198070,2748172,Sean Anderson,
21185953,5805128,Francesca Quell,
20804953,7003430,Stephen Henthorn,
20804953,1230219,Timothy O'Farrell,0000-0002-7870-4097
20804953,2756011,Kenneth Ford,
20798104,2749321,Christopher Cooney,
20767984,3304905,Kristin Hildenbrand,
20715328,2769469,Kathryn Aston,
20626719,3304905,Kristin Hildenbrand,
20444496,2769211,Helen Kennedy,
20444496,2757439,Mark Taylor,
20444496,6435311,Susan Oman,
20444496,2759467,Jo Bates,
20444496,10324865,Itzelle Aurora Medina Perea,
20444496,5829545,Hannah Ditchfield,
20444496,4482505,Elizabeth Pinney,
20480241,4727973,Ian Guymer,
20480241,13241465,Joe Shuttleworth,
20480241,13241485,Olivia Bailey,0000-0003-2812-9714
20480241,13241486,Margeret Williams,
20480241,13241488,James Frankland,
20480241,13241490,Becky Rhead,
20480241,10230319,Ole Mark,
20480241,3821401,Matthew J. Wade,
20480241,2752372,Frederick Sonnenwald,
20474019,2759173,Charles West,0000-0001-9134-261X
20443923,5805104,Donald Scott,
15281652,7003430,Stephen Henthorn,
15281652,1230219,Timothy O'Farrell,0000-0002-7870-4097
15281652,2756011,Kenneth Ford,
15281652,13203780,Mohammad Anbiyaei,
20393481,5829545,Hannah Ditchfield,
20393481,2769211,Helen Kennedy,
20393481,6435311,Susan Oman,
20393481,4482505,Elizabeth Pinney,
20393481,2759467,Jo Bates,
20393481,12504424,Monika Fratczak,
20393481,10324865,Itzelle Aurora Medina Perea,
20164538,5850509,Yifei Zhu,
20164538,11535625,Peng Wang,
20164538,5341661,Youngjoo Kim,
20164538,1230000,Fabio Ciravegna,
20164538,1230156,Lyudmila Mihaylova,
20343450,2752363,Katherine Fish,
20343450,694621,Rebecca L. Sharpe,
20343450,472014,Catherine A. Biggs,
20343450,10938747,Joby Boxall,
20237634,3696511,Nerea Okong'o,
19673772,2752762,Emma Barker,
19673772,2752753,Jonathan Barker,
19673772,1230021,Robert Gaizauskas,
19673772,2752825,Ning Ma,
19673772,3382316,Monica Paramita,
19723468,10324901,Nicholas Farr,0000-0001-6761-3600
20036507,2752381,Vanessa Speight,
20036507,2752294,Paul Husband,
20036507,12842933,Peter Schaap,
14744121,2767576,Paul Walker,
14744121,6577682,Tintu Kuriakose,
14744121,4482271,Toby Dowling,
14744121,6170207,Oleksandr Kyriienko,
14744121,3919046,Ivan A. Shelykh,
14744121,10933515,Phillipe St.-Jean,
14744121,10933527,Nicola Carlon Zambon,
14744121,10933530,Aristide Lemaitre,
14744121,10933531,Isabelle Sagnes,
14744121,10933533,Luc Legratiet,
14744121,10933536,Abdelmounaim Harouri,
14744121,10933541,Sylvain Ravets,
14744121,2767636,Maurice Skolnick,
14744121,10933546,Alberto Amo,
14744121,10933547,Jacqueline Bloch,
14744121,2767534,Dimitrii Krizhanovskii,
20004806,3306363,Emma Hughes,
20004806,2749246,David Edwards,
20004806,407457,Gavin Thomas,0000-0002-1982-6051
19934987,2762452,Katarzyna Wacnik,
19934987,12689032,Vincent Rao,0000-0002-7784-7918
19934987,3303147,Xinyue Chen,
19934987,11900921,Lucia Lafage,
19934987,12689064,Manuel Pazos,0000-0002-8774-4453
19934987,11546259,Waldemar Vollmer,
19934987,1230075,Jamie Hobbs,
19934987,12689160,Richard Lewis,0000-0003-2641-8643
19934987,2762266,Simon Foster,
19933769,2762452,Katarzyna Wacnik,
19933769,12689032,Vincent Rao,0000-0002-7784-7918
19933769,3303147,Xinyue Chen,
19933769,11900921,Lucia Lafage,
19933769,12689064,Manuel Pazos,0000-0002-8774-4453
19933769,12689067,Simon Booth,0000-0001-5585-022X
19933769,11546259,Waldemar Vollmer,
19933769,1230075,Jamie Hobbs,
19933769,12689160,Richard Lewis,0000-0003-2641-8643
19933769,2762266,Simon Foster,
19509001,7466135,Tarick Osman,
19509001,12190328,Chee Hing Tan,0000-0002-8900-9452
19509001,12190323,Jo Shien Ng,0000-0002-1064-0410
19509001,12341468,Leh Woon Lim,0000-0002-8039-5406
20465781,13227720,Luca Ornago,0000-0001-5293-2887
21334548,11781632,Julian Schumann,0000-0002-4482-5122
21369972,10667598,Paolo Tasseron,0000-0002-2007-3456
21369972,13987170,Finn Begemann,
21369972,13987174,Nonna Joosse,
21369972,9135053,M.J. (Martine) van der Ploeg,0000-0002-3172-7339
21369972,13987176,Joppe van Driel,
21369972,10890231,Tim van Emmerik,0000-0002-4773-9107
21387384,12835829,Saikat Saha,0000-0003-4136-230X
21387384,2086246,Paul F. Luckham,
21387384,12013253,Valeria Garbin,0000-0002-0887-500X
21387930,14001501,Richie Maskam,
21387930,9169955,A. (Alireza) Amiri-Simkooei,0000-0002-2952-0160
21387930,14001509,Sander van Nederveen,
21387930,2224909,Mohammad Fotouhi,
21387930,14001512,Maarten Visser,
21387483,9420593,Maarten Jongeneel,0000-0002-8316-5606
21387483,13746019,Sander Dingemans,
21387495,9420593,Maarten Jongeneel,0000-0002-8316-5606
21387495,13746019,Sander Dingemans,
21387753,9166094,R. (Renata) Gruca-Rokosz,0000-0001-8222-2480
21387510,9420593,Maarten Jongeneel,0000-0002-8316-5606
21387510,13746019,Sander Dingemans,
21370095,12071561,Michelle van Mierlo,0000-0001-5280-333X
21370095,13045854,Mark Vlutters,
21370095,521560,Edwin H. F. van Asseldonk,
21370095,599977,Herman van der Kooij,
21272874,11330445,Hongyang Cheng,0000-0001-7652-8600
21272874,13981301,Sherrin Joseph,
21334146,13918560,Agata Gulisano,0000-0002-7643-963X
21334146,12301219,Luisa Trindade,
21334146,13959863,Joao Paulo,
21334146,13959864,Annemarie Dechesne,
20029532,12830108,Peter Bos,
20029532,6549916,Emilie Wientjes,
20029532,12203816,Christo Schiphorst,
19323263,12150855,Andrei Badea,0000-0002-5462-3559
19323263,10149983,Andres Morfin Veytia,
19323263,12327686,Joost Ellerbroek,
21363081,10781769,Camile Sothe,0000-0001-5259-3838
21363081,11485498,Alemu Gonsamo,0000-0002-2461-618X
21363081,570881,James Snider,
21363081,13982498,Ricardo B. Lourenço,
21363081,8955173,Werner A. Kurz,
13176374,9434720,Leon Smook,0000-0003-4176-8801
13176374,9425987,Guido Ritsema van Eck,0000-0001-8697-6642
13176374,9425988,Sissi de Beer,0000-0002-7208-6814
21355329,13974702,Bart van der Vecht,0000-0002-1048-5588
21355329,13976423,Axel Dahlberg,
21355329,11997074,Carlo Delle Donne,0000-0003-2834-4334
21355329,11744945,Matthew Skrzypczyk,
21355329,11744941,Ingmar te Raa,
21355329,11744959,Wojciech Kozlowski,
21355329,10112897,Stephanie Wehner,
19017794,10883586,Mirjam Visser,0000-0003-3554-4473
19017794,11738177,jan schoormans,
21316950,13916007,Sam Vijlbrief,0000-0002-1408-5864
21316950,13863212,Oded Cats,0000-0002-4506-0459
21316950,10988316,Panchamy Krishnakumari,
21316950,9125077,Sander van Cranenburgh,0000-0002-0976-3923
21316950,13916046,Renzo Massobrio,
21316824,13916007,Sam Vijlbrief,0000-0002-1408-5864
21316824,13863212,Oded Cats,0000-0002-4506-0459
21316824,10988316,Panchamy Krishnakumari,
21316824,9125077,Sander van Cranenburgh,0000-0002-0976-3923
21316824,13916046,Renzo Massobrio,
21062629,13760179,Alexandra Maier,
21062629,13760398,Rogier van Oossanen,
21062629,1949008,Gerard C. van Rhoon,
21062629,1497757,Jean-Philippe Pignol,
21062629,9918812,Iulian Dugulan,0000-0001-5559-9573
21062629,9125671,Antonia Denkova,0000-0002-9367-4121
21062629,12574018,Kristina Djanashvili,0000-0003-1511-015X
20536569,9420593,Maarten Jongeneel,0000-0002-8316-5606
20536569,9247391,Alessandro Saccon,0000-0001-5318-1747
20536569,13290318,"Job Voorst, van",
20536569,13448361,Menno Lubbers,
21103525,10052141,Mailin Lemke,0000-0002-9980-4046
21103525,11158527,Roelof de Vries,
21103525,12781226,Geke D.S. Ludden,
21103525,13791321,Mimi Bocanegra,0000-0001-6892-8794
19597258,12397066,Lucas Spierenburg,0000-0002-7806-6961
21166810,1591231,Xiaomei Lin,
21166810,13832626,Xiaona Chen,
21166810,588276,Hui Luo,
21166810,32468,Dan Chen,
21166810,112195,Bo Li,
21166810,652712,Yali Gao,
21346149,12341281,Shuyana Heredia Deba,
21346149,10529954,Rob Lammertink,0000-0002-0827-2946
21346149,9134909,B.A. (Bas) Wols,0000-0002-9264-3673
21346149,4403851,Doekle Yntema,
21118699,10932132,Andreas Krietemeyer,0000-0001-6715-351X
21118699,13306187,Marie-Claire ten Veldhuis,0000-0001-9572-2193
21118699,9158840,N.C. (Nick) van de Giesen,0000-0002-7200-3353
21340608,13954548,Cao Vinh Tran,0000-0002-8817-4528
20338212,11593501,Jin Maruhashi,0000-0003-2667-4161
20338212,13954423,Volker Grewe,0000-0002-8012-6783
20338212,13954453,Christine Frömming,0000-0001-5516-7180
20338212,8025026,Patrick Jöckel,0000-0002-8964-1394
20338212,9125950,Irene C Dedoussi,0000-0002-8966-9469
20183399,10754595,Guido de Croon,
20183399,10176824,Julien Dupeyroux,
20183399,10168163,Christophe de Wagter,0000-0002-6795-8454
20183399,1919224,Abhishek Chatterjee,
20183399,12128829,Diana A. Olejnik,
20183399,11298771,Franck RUFFIER,0000-0002-7854-1275
21330405,13955937,Nadja Maric,
14685978,9325919,Ming Huang,
14685978,9719522,Andrea Sciacchitano,0000-0003-4627-3787
14685978,10059373,Carlos Simao Ferreira,
21285939,11382471,Daan Poppema,0000-0002-6142-3790
21285939,11596403,Kathelijne M. Wijnberg,
21285939,11596406,Jan P.M. Mulder,
21285939,9518897,Sander Vos,
21285939,5628380,Suzanne J. M. H. Hulscher,
21304917,13930848,Liang Fang,0000-0002-0989-0092
21304917,13932519,Pierre Martre,0000-0002-7419-6558
21304917,13932520,Kaining Jin,0000-0003-2961-9897
21304917,13932528,Xinmiao Du,
21304917,13932537,Peter E. L. van der Putten,
21304917,13932543,Xinyou Yin,0000-0001-8273-8022
21304917,13932546,Paul C. Struik,0000-0003-2196-547X
21308769,13934751,Kabeer Bora,0000-0002-8549-6564
21316563,9979781,Yuan Yao,0000-0002-9833-5639
21316656,12288887,Chuncheng Liu,0000-0002-3180-5202
21316656,11715059,Evgeny Uslamin,0000-0001-5454-9582
21316656,9126346,Evgeny Pidko,0000-0001-9242-9901
21316656,9156071,F. (Freek) Kapteijn,0000-0003-0575-7953
21304308,13880759,Pieter Hofman,
21304308,9125188,Frans van der Meer,0000-0002-6691-1259
21304308,13931871,Lu Ke,0000-0002-6357-7515
21310380,12083872,Marc Naeije,
21310380,9457598,Wim Simons,
21310380,13936299,Siriporn Pradit,
21310380,13936390,Sommart Niemnil,
21310380,9294605,Nalinee Thongtham,
21310380,13936288,Mohamad A. Mustafar,
21310380,13247673,Prakrit Noppradit,
21294510,13922751,Floriana Anselmucci,0000-0002-2180-7546
21293736,13922451,Julian Maas,0000-0001-8359-1878
19768273,12546010,Yuang Wei,
20016194,12707411,Chirag Raman,0000-0003-4894-4206
20016194,12706766,Jose Vargas Quiros,
20016194,12598300,Stephanie Tan,
20016194,12706757,Ashraful Islam,
20016194,12706763,Ekin Gedik,
20016194,12598285,Hayley Hung,
20017682,12707411,Chirag Raman,0000-0003-4894-4206
20017682,12706766,Jose Vargas Quiros,
20017682,12598300,Stephanie Tan,
20017682,12706757,Ashraful Islam,
20017682,12706763,Ekin Gedik,
20017682,12598285,Hayley Hung,
20017559,12707411,Chirag Raman,0000-0003-4894-4206
20017559,12706766,Jose Vargas Quiros,
20017559,12598300,Stephanie Tan,
20017559,12706757,Ashraful Islam,
20017559,12706763,Ekin Gedik,
20017559,12598285,Hayley Hung,
20017664,12707411,Chirag Raman,0000-0003-4894-4206
20017664,12706766,Jose Vargas Quiros,
20017664,12598300,Stephanie Tan,
20017664,12706757,Ashraful Islam,
20017664,12706763,Ekin Gedik,
20017664,12598285,Hayley Hung,
20017748,12707411,Chirag Raman,0000-0003-4894-4206
20017748,12706766,Jose Vargas Quiros,
20017748,12598300,Stephanie Tan,
20017748,12706757,Ashraful Islam,
20017748,12706763,Ekin Gedik,
20017748,12598285,Hayley Hung,
20017805,12707411,Chirag Raman,0000-0003-4894-4206
20017805,12706766,Jose Vargas Quiros,
20017805,12598300,Stephanie Tan,
20017805,12706757,Ashraful Islam,
20017805,12706763,Ekin Gedik,
20017805,12598285,Hayley Hung,
21294714,12529357,Francisco Ferreira da Silva,0000-0003-3642-4350
21294714,1354047,Ariana Torres-Knoop,
21294714,10269878,Tim Coopmans,
21294714,13923589,David Maier,
21294714,9166577,S.D.C. (Stephanie) Wehner,0000-0002-8433-0730
21273291,13892415,Rajaa Alqudah,0000-0001-6466-4613
21273291,13909578,Amjed Al-Mousa,
21273291,13915389,Ayman Faza,
20736700,10451757,USA National Phenology Network,
21071140,9362888,Christopher W. Hamilton,
21071140,13555234,Brett Carr,
21071140,9385037,Joana Ruth Charlotte Voigt,
21084865,9362888,Christopher W. Hamilton,
21084865,13900482,Birgir Óskarsson,0000-0001-5653-670X
21084865,13900483,Guðmundur Valsson,0000-0001-8034-6076
21084865,10063615,Michael Steven Christoffersen,
21084865,9385037,Joana Ruth Charlotte Voigt,
21084865,13900485,William Moreland,0000-0002-5801-1496
21084865,13900488,Nathan Hadland,0000-0002-7537-4934
21084865,13900492,Alexia Kubas,
21084865,13555234,Brett Carr,
19495178,12262559,Tyler Meng,
19495178,12333977,Eric Petersen,0000-0002-9664-2918
19495178,12407809,John W. Holt,
20349084,13131462,Kenneth L Cummins,
19127993,2803861,Sebastian Zeltzer,
19127993,12050417,Pierce Alyn Longmire,
19127993,3534311,Marek Svoboda,
19127993,87080,Giovanni Bosco,
19127993,190077,Felicia Goodrum,
14869740,10301399,Nirav C Merchant,0000-0002-1988-8180
14869740,11089992,Jim Davis,
14869740,11146230,George H Franks,0000-0002-9267-5595
14869740,8502339,Chun Ly,0000-0002-4245-2318
14869740,8525208,Fernando Rios,0000-0001-6262-3260
14869740,11089997,Todd Wickizer,
14869740,10688775,Gary D Windham,0000-0002-0385-1674
14869740,11089998,Michelle Yung,
20217140,12985352,Qian Huang,
19755244,9670175,Jayati Chakrabarti,0000-0003-2265-4657
19755244,260619,Ritu Pandey,
19755244,12536135,Jared Churko,
19755244,12536139,Jennifer Eschbacher,
19755244,12536142,Saptarshi Mallick,
19755244,7256357,Yuliang Chen,
19755244,12536147,Beth Hermes,
19755244,12536152,Palash Mallick,
19755244,12536156,Ben Stansfield,
19755244,6316178,Kelvin W. Pond,
19755244,12536160,Curtis Thorne,
19755244,12536165,Kevin Yuen,
19755244,12536168,Andrew S. Little,
19755244,11552746,Yana Zavros,0000-0003-2384-3775
19880254,12636127,Natasha Warner,0000-0003-0910-583X
19880254,12639355,Lynnika Butler,
19880254,12968761,Heather Van Volkinburg,
19880254,12639398,Quirina Geary,
19763086,12541945,Quinn Tyler Jarecki,
19763086,12647485,Meredith Kupinski,
16828279,10145483,David Shaner LeBauer,
16828279,11582502,Sarah Davis,
16828279,11582503,John Abatzoglou,0000-0001-7599-9750
16638328,10058584,University of Arizona Libraries,
19495022,10058584,University of Arizona Libraries,
19686555,9663685,Steven D.E. Fried,
19686555,12477744,Kushani Surangika Kananka Hewage,0000-0001-7295-6974
19686555,9663687,Anna R. Eitel,
19686555,2444332,Andrey V. Struts,
19686555,8820368,Nipuna Weerasinghe,
19686555,9663684,Suchithranga M.D.C. Perera,
19686555,12482169,Michael F Brown,
19308497,10058584,University of Arizona Libraries,
19491446,10058584,University of Arizona Libraries,
16619782,11432984,Cesar A. Medina,0000-0002-3760-7370
16619782,11432993,Eddie Vargas,
16619782,10312466,Stephanie Munger,
16619782,8578182,Julie Elizabeth Miller,
14272598,10451757,USA National Phenology Network,
16606754,10798710,Brian A. Gill,
16606754,3114282,Brian A. Gill,
16606754,11973784,Anthony Sanabria,
16606754,11973787,Miranda Gonzales,
16606754,7903646,Stephanie M. Carlson,
16606754,3242034,Michael T. Bogan,
16606736,10798710,Brian A. Gill,
16606736,11973784,Anthony Sanabria,
16606736,11973787,Miranda Gonzales,
16606736,7903646,Stephanie M. Carlson,
16606736,3242034,Michael T. Bogan,
19216809,10277702,Steven W Leavitt,
19216809,12120060,Li Cheng,
19216809,12120063,David G. Williams,
19216809,12120066,Talbot Brooks,
19216809,12120098,Bruce A. Kimball,
19216809,12120096,"Paul J. Pinter, Jr.",
19216809,12120104,Gerard W. Wall,
19216809,12120128,Michael J. Ottman,
19216809,12120129,Allan D. Matthias,
19216809,12120130,Eldor A. Paul,
19216809,12120150,Thomas L. Thompson,
19216809,12120132,Neal R. Adam,
19199192,12107435,Brandon D Chalifoux,0000-0002-0154-059X
19199192,12107436,Ian Arnold,
19199192,12107439,Kevin Laverty,
17227538,9942194,Gilby Jepson,
19067576,10451757,USA National Phenology Network,
19127063,12042407,Khalid Mobarak Omer,
19127063,10356008,Meredith Kupinski,
19027415,10451757,USA National Phenology Network,
17003149,10058584,University of Arizona Libraries,
14632593,10525832,Laura Meredith,0000-0003-4244-4366
14632593,10666812,S. Nemiah Ladd,
14632593,3146607,Christiane Werner,
16823602,11573662,Fangyue Zhang,
16823602,11573663,Joel A. Biederman,0000-0002-1831-461X
16823602,11573666,Nathan A. Pierce,0000-0003-2798-5455
16823602,11573671,Daniel A Potts,
16823602,11573672,Charles Devine,
16823602,9919677,Yanbin Hao,
16823602,11573674,William K. Smith,0000-0002-5785-6489
16755022,10058584,University of Arizona Libraries,
17086889,11761061,Irina P Panyushkina,
17086889,11761083,David Meko,0000-0002-5171-2724
16822399,11572567,Connie A Woodhouse,
16822399,11572572,Bradley Udall,
12814340,9244043,Stefano Nerozzi,0000-0003-1236-535X
13963886,10120433,Christopher Frost,
13963886,3201144,Stephen Yanoviak,
13963886,4406362,Rachel Wells,
12735992,8526363,Jeffrey C Oliver,0000-0003-2160-1086
14878110,3191968,Wulfila Gronenberg,
14878110,11047452,R. Keating Godfrey,
14878110,11472145,Jill T. Oberski,0000-0002-4904-4464
14632662,10525832,Laura Meredith,0000-0003-4244-4366
14632662,10666812,S. Nemiah Ladd,
14632662,3146607,Christiane Werner,
15070800,11191335,Ana Maria Carvalho,
14192885,10120433,Christopher Frost,
13383014,9773684,Juliana Gil Loaiza,
13383014,9773753,Joseph R. Roscioli,0000-0002-7166-3579
13383014,9773861,Joanne H. Shorter,0000-0002-4079-2191
13383014,9773862,Till H.M. Volkmann,0000-0002-4254-3172
13383014,9773740,Wei-Ren Ng,
13383014,6295247,Laura K. Meredith,
13383014,1662709,"Jordan
E. Krechmer",
14707311,10900146,Mackenzie M Mills,0000-0001-7606-7605
14707311,9869069,Alfred McEwen,0000-0001-8638-2553
14707311,7017683,Chris Okubo,
14515541,10058584,University of Arizona Libraries,
14849762,11022363,Joseph Edward Iuliano,0000-0001-9397-0572
14557899,10692249,Martin Welker,0000-0002-0406-0129
14557899,2696251,Alison Foster,
14557899,9128960,Eric Tourigny,
12904412,8816150,Martha Mary Farella,
12904412,9756051,Mallory Barnes,0000-0001-8528-6981
12904412,8816159,David D. Breshears,0000-0001-6601-0058
12904412,9329382,Jessica Mitchell,0000-0002-3126-010X
12904412,704695,Willem J. D. van Leeuwen,
12904412,792438,Rachel Gallery,0000-0002-9159-8778
14259785,9292070,Damian Yukio Romero Diaz,0000-0003-4661-0296
14259785,10341410,Hanyu Jia,
14259785,10341436,Wei Xu,
14259785,10341431,Hui Wang,
12971129,9385037,Joana Ruth Charlotte Voigt,
12971129,9362888,Christopher W. Hamilton,
14270627,10451757,USA National Phenology Network,
14270552,10451757,USA National Phenology Network,
21378069,7050653,Maria Goodwin,
21395127,4587370,Cristian Vaccari,
21395127,4250614,Andrew Chadwick,
21395127,2160235,Johannes Kaiser,
21394662,7200260,Poppy Gardiner,
21394662,3221964,Florence Kinnafick,
21394662,9851740,Kieran Breen,
21394662,12535081,Alessandra Girardi,
21394662,1249374,Iuliana Hartescu,
21207842,1255770,Arianna Maiorani,
21207842,1255149,Russell Lock,
21207842,1256181,Massimiliano Zecca,
21207842,11532610,Chun Liu,
16438377,1256451,Camilla Gilmore,
16438377,11330256,Joanne Eaves,0000-0001-6901-509X
16438377,10085768,Nina Attridge,
21270702,4250614,Andrew Chadwick,
21270702,4587370,Cristian Vaccari,
21270702,2160235,Johannes Kaiser,
21270195,13904212,"Alway, Pete",
21270195,7123334,Nicholas Peirce,
21270195,2797078,Will Johnson,
21270195,1258182,Mark King,
21270195,7971521,Robert Kerslake,
21270195,1254291,Katherine Brooke-Wavell,
21270108,11667154,Ronald Muhumuza,
21270108,1253463,Philip Eames,
14672901,6502445,Emma Pullen,
14672901,1255776,Carolyn Plateau,
21231506,1254786,Emily Rousham,
21231506,2862551,Sophie Goudet,
21231506,3204879,Oonagh Markey,
21231506,1254669,Paula Griffiths,
21231506,5826971,Benjamin Boxer,
21231506,2758060,Christopher Carroll,
21231506,1250220,Emily Petherick,
21231506,3602807,Rebecca Pradeilles,
21231251,6502439,Matthew Little,
21231251,1251333,Richard Blanchard,
21230843,3124614,Charlotte Scott,
21230843,1255731,Emma Haycraft,
21230843,1255776,Carolyn Plateau,
21186076,5827004,Guy Tallentire,0000-0002-0389-6581
21186076,1254507,Jeffrey Evans,
21186076,1254879,Richard Hodgkins,
