item_id,file_name,file_size_bytes,link_only
19803667,Chroma A4 0249.jpg,125527,FALSE
19803667,Chroma A4 0250.jpg,125608,FALSE
19803667,Chroma A4 0251.jpg,125753,FALSE
19803667,Chroma A4 0252.jpg,100466,FALSE
19803667,Chroma A4 0253.jpg,100041,FALSE
19803667,Chroma A4 0254.jpg,99932,FALSE
19803667,Chroma A4 0255.jpg,126114,FALSE
19803667,Chroma A4 0256.jpg,126257,FALSE
19803667,Chroma A4 0257.jpg,126373,FALSE
19803667,Chroma A4 0258.jpg,126513,FALSE
19803667,Chroma A4 0259.jpg,86153,FALSE
19803667,Chroma A4 0260.jpg,91227,FALSE
19803667,Chroma A4 0261.jpg,91838,FALSE
19803667,Chroma A4 0262.jpg,89629,FALSE
19803667,Chroma A4 0263.jpg,89776,FALSE
19803667,Chroma A4 0264.jpg,89922,FALSE
19803667,Chroma A4 0265.jpg,93716,FALSE
19803667,Chroma A4 0266.jpg,94496,FALSE
19803667,Chroma A4 0267.jpg,88439,FALSE
19803667,Chroma A4 0268.jpg,88974,FALSE
19803667,Chroma A4 0269.jpg,91358,FALSE
19803667,Chroma A4 0270.jpg,95335,FALSE
19803667,Chroma A4 0271.jpg,92614,FALSE
19803667,Chroma A4 0272.jpg,92657,FALSE
19803667,Chroma A4 0273.jpg,90332,FALSE
19803667,Chroma A4 0274.jpg,96745,FALSE
19803667,Chroma A4 0275.jpg,97642,FALSE
19803667,Chroma A4 0276.jpg,94889,FALSE
19803667,Chroma A4 0277.jpg,91889,FALSE
19803667,Chroma A4 0278.jpg,91895,FALSE
19803667,Chroma A4 0279.jpg,98636,FALSE
19803667,Chroma A4 0280.jpg,98864,FALSE
19803667,Chroma A4 0281.jpg,91463,FALSE
19803667,Chroma A4 0282.jpg,92727,FALSE
19803667,Chroma A4 0283.jpg,92203,FALSE
19803667,Chroma A4 0284.jpg,99657,FALSE
19803667,Chroma A4 0285.jpg,94339,FALSE
19803667,Chroma A4 0286.jpg,93006,FALSE
19803667,Chroma A4 0287.jpg,88601,FALSE
19803667,Chroma A4 0288.jpg,100181,FALSE
19803667,Chroma A4 0289.jpg,100545,FALSE
19803667,Chroma A4 0290.jpg,94587,FALSE
19803667,Chroma A4 0291.jpg,93496,FALSE
19803667,Chroma A4 0292.jpg,94116,FALSE
19803667,Chroma A4 0293.jpg,100918,FALSE
19803667,Chroma A4 0294.jpg,94394,FALSE
19803667,Chroma A4 0295.jpg,93987,FALSE
19803667,Chroma A4 0296.jpg,94004,FALSE
19803667,Chroma A4 0297.jpg,94604,FALSE
19803667,Chroma A4 0298.jpg,101241,FALSE
19803667,Chroma A4 0299.jpg,95710,FALSE
19803667,Chroma A4 0300.jpg,94205,FALSE
19803667,Chroma A4 0301.jpg,90861,FALSE
19803667,Chroma A4 0302.jpg,101711,FALSE
19803667,Chroma A4 0303.jpg,101689,FALSE
19803667,Chroma A4 0304.jpg,95324,FALSE
19803667,Chroma A4 0305.jpg,94639,FALSE
19803667,Chroma A4 0306.jpg,95093,FALSE
19803667,Chroma A4 0307.jpg,102195,FALSE
19803667,Chroma A4 0308.jpg,94573,FALSE
19803667,Chroma A4 0309.jpg,94102,FALSE
19803667,Chroma A4 0310.jpg,93296,FALSE
19803673,Chroma A4 0721.jpg,104400,FALSE
19803673,Chroma A4 0722.jpg,127431,FALSE
19803673,Chroma A4 0723.jpg,127867,FALSE
19803673,Chroma A4 0724.jpg,127908,FALSE
19803673,Chroma A4 0725.jpg,101659,FALSE
19803673,Chroma A4 0726.jpg,101523,FALSE
19803673,Chroma A4 0727.jpg,100576,FALSE
19803673,Chroma A4 0728.jpg,128497,FALSE
19803673,Chroma A4 0729.jpg,128742,FALSE
19803673,Chroma A4 0730.jpg,128808,FALSE
19803673,Chroma A4 0731.jpg,98965,FALSE
19803673,Chroma A4 0732.jpg,101473,FALSE
19803673,Chroma A4 0733.jpg,101294,FALSE
19803673,Chroma A4 0734.jpg,129046,FALSE
19803673,Chroma A4 0735.jpg,129109,FALSE
19803673,Chroma A4 0736.jpg,129415,FALSE
19803673,Chroma A4 0737.jpg,103405,FALSE
19803673,Chroma A4 0738.jpg,104405,FALSE
19803673,Chroma A4 0739.jpg,129878,FALSE
19803673,Chroma A4 0740.jpg,129986,FALSE
19803673,Chroma A4 0741.jpg,129475,FALSE
19803673,Chroma A4 0742.jpg,104840,FALSE
19803673,Chroma A4 0743.jpg,106393,FALSE
19803673,Chroma A4 0744.jpg,104388,FALSE
