id,views,downloads,shares
13736821,82,0,0
13737133,95,0,0
13737304,79,0,0
13871072,87,0,0
13871645,102,0,0
13873139,110,0,0
19902472,34,28,0
13873322,88,0,0
13860410,76,0,0
13730104,93,0,0
13731064,90,0,0
13731172,109,0,0
13841339,88,0,0
13826405,78,0,0
13808009,93,0,0
13808981,66,0,0
13872824,98,0,0
19161361,44,8,0
13910282,102,0,0
11804802,193,47,0
13908272,92,0,0
13922354,115,0,0
13874378,84,0,0
13876022,139,0,0
13812779,109,0,0
13813835,90,0,0
13736317,163,0,0
13737868,131,0,0
13738651,93,0,0
13858508,88,0,0
13731238,136,0,0
13732945,93,0,0
13733113,96,0,0
13733515,109,0,0
13733638,118,0,0
13734022,109,0,0
13865171,117,0,0
13797071,79,0,0
13837691,83,0,0
13800515,101,0,0
19568566,2512,62,0
13827620,114,0,0
13829045,73,0,0
13819127,100,93,0
13868123,96,0,0
13868306,101,21,0
13734046,110,0,0
13734658,88,0,0
13735144,122,0,0
13735348,91,0,0
13736233,158,0,0
13736455,75,0,0
13730797,98,0,0
13731121,124,0,0
13731124,106,0,0
13732072,111,0,0
13732540,108,0,0
13732591,126,0,0
13732870,110,0,0
13733035,110,0,0
13743427,78,0,0
13858886,101,0,0
13729213,121,0,0
13729441,134,0,0
13729855,154,0,0
13740001,133,0,0
13871669,83,0,0
13740598,99,0,0
13872308,98,0,0
7393472,148,62,0
13812650,56,0,0
13814681,94,0,0
13805927,81,0,0
13819001,142,0,0
13809581,143,0,0
13878350,74,0,0
13747468,101,0,0
13806713,104,0,0
13807985,79,0,0
13808969,66,0,0
13813847,114,0,0
13825595,86,0,0
13828061,107,20,0
13817333,77,0,0
13808117,118,0,0
13830407,88,0,0
13805990,95,0,0
13818098,103,0,0
13950605,126,28,0
13951079,117,0,0
13842296,65,0,0
13859339,96,0,0
13729444,141,0,0
13729552,113,0,0
13729900,135,0,0
13861112,119,0,0
13730410,135,0,0
13730830,154,0,0
13731244,71,0,0
13857683,56,0,0
13859183,100,0,0
11350850,109,30,0
13732900,101,0,0
13733488,115,0,0
13733941,99,0,0
13735363,86,0,0
13825655,89,64,0
9020429,140,29,0
13734454,81,0,0
13735966,58,0,0
13867376,98,0,0
13736434,76,0,0
13867739,110,0,0
13737400,77,0,0
13859702,74,0,0
13859957,55,0,0
13730383,146,0,0
13730791,90,0,0
13730851,147,0,0
13856870,57,0,0
13857728,65,0,0
13731928,106,0,0
13732051,113,0,0
13732177,110,0,0
13829492,100,0,0
13832399,85,0,0
13841420,85,0,0
13841822,109,0,0
8988224,101,41,0
13836395,58,0,0
13736548,86,0,0
13737724,104,0,0
13738693,176,0,0
13745959,104,0,0
13870841,115,0,0
13740490,131,0,0
13872017,92,0,0
13741930,137,0,0
13747324,51,0,0
13812014,66,0,0
6472283,422,6,0
13804805,65,0,0
13898066,90,0,0
13798526,103,0,0
13759051,71,0,0
6683906,260,503,0
13822961,120,0,0
13732111,91,0,0
13733749,122,0,0
13734187,112,0,0
13734559,88,0,0
13730164,112,0,0
13873541,59,0,0
12576569,397,158,1
13758952,69,0,0
13878554,97,0,0
13729303,127,0,0
13729447,95,0,0
13730296,152,0,0
13836110,101,0,0
13837058,97,0,0
13731721,115,0,0
13732252,150,0,0
13732774,143,0,0
13733392,99,0,0
13735240,72,0,0
13735291,114,0,0
8362043,121,49,0
13835495,117,0,0
13827944,79,0,0
13828130,148,0,0
13829684,148,0,0
13859288,99,0,0
13843364,76,0,0
13827440,92,0,0
13729177,262,0,0
13729906,162,0,0
13731301,136,0,0
13731379,116,0,0
13731730,120,0,0
13838420,110,0,0
13799036,112,0,0
825879,309,41,0
13913819,79,0,0
13801565,95,0,0
13802684,93,0,0
13802996,94,0,0
13803788,89,0,0
13804370,83,0,0
13815770,67,0,0
13817687,98,0,0
13804688,68,0,0
13806683,97,0,0
13807610,95,0,0
13820441,110,0,0
13823369,86,0,0
13812290,111,0,0
13834943,71,0,0
13836293,127,0,0
19314440,82,53,0
13811240,162,0,0
13921157,102,0,0
13731886,95,0,0
13732054,107,0,0
13734304,125,0,0
13736122,84,0,0
13859927,112,0,0
13860449,57,0,0
13730812,104,0,0
13731463,114,0,0
13821602,71,0,0
13821926,97,0,0
13833539,67,0,0
13729810,106,0,0
13730662,183,0,0
13732795,101,0,0
13856519,81,0,0
13819280,102,0,0
13823003,104,0,0
13914413,76,0,0
13802948,106,0,0
13803503,92,0,0
13835318,95,0,0
13835333,98,0,0
13836068,59,0,0
13806635,109,0,0
13807838,89,0,0
13810922,97,0,0
13760116,102,0,0
13733548,118,0,0
13733716,98,0,0
13734268,94,0,0
13734838,85,0,0
13735129,119,0,0
13871990,66,0,0
13873967,78,0,0
13816958,125,0,0
13813571,61,0,0
13730611,169,0,0
13731166,126,0,0
13731757,94,0,0
13732270,132,0,0
13734478,103,0,0
13736194,90,0,0
13869266,100,0,0
13858001,91,0,0
13835303,109,0,0
13840217,112,0,0
13910000,80,0,0
13910099,82,0,0
13733290,89,0,0
13736209,81,0,0
13836887,97,0,0
13837838,89,0,0
13903049,58,0,0
13905548,91,0,0
13906865,125,0,0
12389573,524,231,1
13833485,66,0,0
13833821,106,0,0
12591968,400,154,1
13911335,68,0,0
13871900,98,0,0
13872374,92,0,0
13733458,70,0,0
13741132,99,0,0
13873259,82,0,0
13758520,131,0,0
13909946,95,0,0
918664,553,51,0
13731709,93,0,0
13833425,97,0,0
13842506,119,0,0
13865294,79,0,0
13734253,70,0,0
13734466,139,0,0
13734700,70,0,0
13735666,135,0,0
13736668,75,0,0
13736953,91,0,0
6686339,344,358,0
13809509,108,0,0
13810055,128,0,0
13910294,93,0,0
13914380,72,0,0
13914518,91,0,0
13915136,89,0,0
13905515,95,0,0
13906697,96,0,0
13926848,137,0,0
12478124,131,29,0
13905140,89,0,0
13909370,103,0,0
12911339,230,58,1
13372946,277,99,1
6714602,311,2,0
12592118,384,185,1
13273244,246,75,1
13701613,169,110,0
13701655,149,94,0
13340879,230,103,1
13803008,115,0,0
14283552,77,91,0
13809374,75,0,0
13874513,108,0,0
5880946,106,12,0
13736287,103,0,0
13729402,96,0,0
13729588,143,0,0
13730146,98,0,0
13731922,134,0,0
13746232,84,0,0
8111540,129,31,0
13748401,101,0,0
13734460,74,0,0
13734928,99,0,0
13827635,159,0,0
13807898,82,0,0
13808360,102,0,0
13806398,103,0,0
13801211,118,0,0
13822811,133,0,0
13919927,130,0,0
13840094,109,0,0
8295080,349,49,0
13807439,83,10,0
13736080,88,0,0
13861430,83,0,0
13731493,133,0,0
13856573,81,0,0
13734223,89,0,0
13735384,93,0,0
13922123,60,0,0
12732248,440,129,1
13802777,100,0,0
13905011,110,0,0
13795841,72,0,0
13810751,75,0,0
13811078,59,0,0
13808081,99,0,0
13921487,88,0,0
13730728,111,0,0
13731580,121,0,0
13731622,90,0,0
13737826,117,0,0
13735612,112,0,0
13856636,80,0,0
13902884,106,0,0
13903076,92,0,0
13811861,118,0,0
13813385,85,0,0
13910078,82,0,0
13911854,101,0,0
13814147,141,0,0
13829504,72,0,0
13830608,97,0,0
13842869,77,0,0
13868060,72,0,0
13808108,91,0,0
13841258,117,0,0
13842695,103,0,0
13830743,89,0,0
13808051,79,0,0
13809548,103,0,0
13810076,133,0,0
13803626,68,0,0
13807544,97,0,0
13950491,85,0,0
13804046,131,0,0
13871855,58,0,0
13872437,96,0,0
13859054,68,0,0
13860575,125,0,0
13729867,126,0,0
13731157,108,0,0
13731982,105,0,0
13732567,104,0,0
13732975,142,0,0
13733083,75,0,0
13733338,83,0,0
13856012,80,0,0
13732933,117,0,0
13732954,165,0,0
13733098,115,0,0
13735747,72,0,0
13736425,101,0,0
13736527,87,0,0
13858994,92,0,0
13729234,269,0,0
13730272,154,0,0
13730878,120,0,0
13873730,88,0,0
13914638,73,0,0
6983237,158,73,0
13802582,65,0,0
12458918,98,32,0
12338264,105,93,0
13904066,103,0,0
13907315,94,0,0
13910258,85,0,0
13801352,94,0,0
13795337,82,0,0
13902308,110,0,0
13800104,73,0,0
13918205,79,0,0
13734262,79,0,0
13736134,115,0,0
13737121,75,0,0
13833800,88,0,0
13836098,55,0,0
13820135,104,278,0
13832033,148,0,0
13829057,85,0,0
13829228,87,0,0
13906856,98,0,0
13872551,59,0,0
13873406,78,0,0
13816355,60,0,0
13814105,86,0,0
13810043,163,0,0
13821689,89,0,0
12732851,462,112,1
13758433,73,0,0
13737775,112,0,0
13772020,126,0,0
13908062,100,0,0
13910813,116,0,0
13643762,199,207,0
13910012,81,0,0
13901888,73,0,0
13771567,70,0,0
13747915,115,0,0
13809617,73,0,0
13810034,153,0,0
13758013,189,0,0
13878497,86,0,0
13813877,109,0,0
13802360,66,0,0
13830137,85,0,0
13832702,103,0,0
13807184,86,0,0
13856423,86,0,0
13859978,69,0,0
13860119,105,0,0
13729360,107,0,0
13729369,96,0,0
13729777,111,0,0
13860029,90,0,0
13864439,90,0,0
13865333,83,0,0
13811393,109,0,0
13682773,433,459,0
13830776,88,0,0
13832756,134,0,0
13807004,108,0,0
13807664,105,0,0
13811084,99,0,0
7507529,231,157,0
13825925,88,0,0
13806443,120,0,0
13835087,76,0,0
13839119,114,0,0
13839518,102,0,0
13828931,80,0,0
13834121,134,0,0
13735168,78,0,0
13736542,79,0,0
13737094,73,0,0
13869278,84,0,0
13858151,111,68,0
13858712,102,0,0
13729510,104,0,0
13731295,99,0,0
13733659,114,0,0
13734892,66,0,0
13910276,110,0,0
13922171,78,0,0
13828223,87,0,0
13830581,73,0,0
13819964,163,0,0
13821443,94,0,0
13828385,94,0,0
9879185,361,45,0
13834508,123,0,0
14884499,42,14,0
17112987,31,12,0
13840421,114,0,0
13841537,122,0,0
13878857,126,0,0
13872047,94,0,0
13741978,156,0,0
13873085,109,0,0
13876214,86,0,0
13745398,97,0,0
13876964,97,0,0
13730029,96,0,0
13730065,93,0,0
13730086,128,0,0
13730263,134,0,0
13731490,109,0,0
13733536,114,0,0
13735801,75,0,0
13737886,157,0,0
11881860,200,34,0
13735186,132,0,0
13866383,100,0,0
13735921,81,0,0
13867445,81,0,0
13827239,67,0,0
13858904,65,0,0
13831256,89,0,0
13908017,109,0,0
13839494,105,0,0
13840583,116,0,0
13841216,103,0,0
13821365,56,0,0
13902074,58,0,0
13906229,96,0,0
13771852,69,0,0
13903556,89,0,0
13904672,78,0,0
13729888,156,0,0
13731250,169,0,0
13731562,90,0,0
13858442,132,0,0
13859189,88,0,0
13859273,115,0,0
13859408,95,0,0
19738894,79,8,0
13834538,57,0,0
13835612,57,0,0
13836029,114,0,0
13858160,87,0,0
13860098,77,0,0
13860431,62,0,0
13729567,129,0,0
13729909,218,0,0
13898168,68,0,0
13735681,91,0,0
13732915,120,0,0
13733185,107,0,0
13734673,104,0,0
13734679,79,0,0
13735246,74,0,0
13735915,107,0,0
13732903,100,0,0
13733092,98,0,0
13733230,97,0,0
13730524,142,0,0
13732117,88,0,0
13805531,78,0,0
13806407,112,0,0
13808153,90,0,0
13902362,75,0,0
13798544,97,0,0
13804406,74,0,0
13859504,98,0,0
13859768,58,0,0
13860083,152,0,0
13856192,97,0,0
13897010,78,0,0
13801046,95,0,0
13803644,70,0,0
13825370,96,0,0
13807040,84,0,0
13809035,110,135,0
6472256,457,6,0
13814330,96,0,0
13870277,95,0,0
13870739,119,0,0
13871978,76,0,0
13910153,102,0,0
13861625,105,0,0
13861967,97,0,0
13731445,108,0,0
13914149,111,0,0
13731976,87,0,0
13733173,125,0,0
13864337,71,0,0
13858697,108,0,0
13904306,89,0,0
13910606,106,0,0
13911818,64,0,0
13831214,114,0,0
13906214,87,0,0
13906760,85,0,0
13922741,140,0,0
13903133,60,0,0
13874225,103,0,0
13739215,79,0,0
13740130,111,0,0
13743337,75,0,0
6686330,1858,557,0
13743655,140,0,0
13876793,119,0,0
13877117,104,0,0
13871579,68,0,0
13758997,89,0,0
13908710,92,0,0
13921625,176,0,0
9205574,245,56,0
13831322,99,0,0
13836317,72,0,0
13838687,111,0,0
13832723,96,0,0
13823432,107,0,0
13824182,79,0,0
13904018,97,0,0
13813127,59,0,0
16566631,63,37,0
13809224,105,0,0
13811369,74,0,0
13812239,64,11,0
13799210,74,0,0
13800521,100,0,0
13817267,93,0,0
13948370,91,0,0
13832978,91,0,0
13876895,64,0,0
13746085,115,0,0
13730920,75,0,0
13731055,74,0,0
13731118,146,0,0
13862537,69,0,0
13732993,135,0,0
13745770,103,0,0
13841432,92,0,0
13842356,59,0,0
13729135,275,0,0
13729312,78,0,0
13730248,129,0,0
13734571,107,0,0
13734676,86,0,0
13864331,111,0,0
13730497,139,0,0
13730545,141,0,0
13733542,139,0,0
19902530,34,20,0
13874138,105,0,0
13870247,147,0,0
13729372,92,0,0
13643705,190,198,0
13643741,194,206,0
6686141,460,763,0
13897043,156,0,0
8162618,364,119,0
13909118,115,0,0
14884505,50,18,0
13836272,69,0,0
13831691,93,0,0
13906742,93,0,0
13876622,58,0,0
13737877,126,0,0
13872839,97,0,0
13827752,123,0,0
14872632,82,55,0
13824392,105,0,0
12871781,197,100,1
13735789,75,0,0
13735864,78,0,0
13869770,135,0,0
13830179,98,0,0
13829591,54,0,0
13914446,78,0,0
13905497,111,0,0
13759267,79,0,0
13811138,122,0,0
13913231,107,0,0
13732723,112,0,0
13733671,104,0,0
13738828,97,0,0
13870100,118,0,0
13740967,102,0,0
13872176,84,0,0
6008240,208,31,0
13872800,95,0,0
13874300,70,0,0
13745164,128,0,0
13735609,91,0,0
13736887,81,0,0
13748317,90,0,0
13834292,113,0,0
13838549,117,0,0
13839713,98,0,0
13730203,94,0,0
13730689,150,0,0
13730806,97,0,0
13730875,117,0,0
13800395,98,0,0
13801976,96,0,0
13872140,105,0,0
13873124,120,0,0
6927800,361,49,0
13817552,122,0,0
13688905,418,149,0
13803236,70,0,0
13736032,98,0,0
13736644,70,0,0
13737484,59,0,0
13729216,115,0,0
13729309,166,0,0
13729405,205,0,0
13729768,191,0,0
13733326,63,0,0
13734421,85,0,0
13735375,72,0,0
13837376,103,0,0
13838594,101,0,0
13839104,128,0,0
13731949,84,0,0
13733710,98,0,0
13734202,87,0,0
13735177,83,0,0
13735411,78,0,0
13735855,82,0,0
13736077,108,0,0
13736089,75,0,0
13736374,89,0,0
14131914,70,19,0
13738705,137,0,0
13870112,124,0,0
13858253,87,50,0
13859780,117,0,0
13859801,108,0,0
13729735,116,0,0
13729798,92,0,0
19902375,24,30,0
13875098,120,0,0
13904378,101,0,0
6715040,493,506,0
13911005,433,0,0
13899719,77,0,0
13902428,98,0,0
13796660,101,0,0
13799150,87,0,0
13689130,420,143,0
13690606,491,496,0
13691020,440,473,0
13826672,139,0,0
13693609,462,459,0
13685971,477,512,0
13830335,107,0,0
13832312,103,0,0
9900377,248,80,0
13834904,70,0,0
13836206,69,0,0
13806758,81,0,0
13806863,74,0,0
13807730,151,142,0
13808534,99,0,0
13800092,112,0,0
13800533,121,0,0
13804007,101,0,0
13804148,110,0,0
13804712,86,0,0
13805525,94,0,0
9879194,293,33,0
13812497,94,0,0
13682134,435,458,0
13682239,423,462,0
13682713,443,443,0
13921343,84,0,0
13922336,107,0,0
13802519,91,0,0
13802867,89,0,0
13839335,109,0,0
13839431,148,0,0
13830017,94,0,0
13830269,62,0,0
13831889,121,0,0
13701790,128,87,0
13804346,131,0,0
13898006,128,0,0
6633488,446,51,0
15138657,167,45,0
13828547,108,21,0
13828853,69,0,0
13829453,130,0,0
13906937,81,0,0
12403274,538,233,1
13905398,104,0,0
13905671,100,0,0
13898387,124,0,0
13898492,78,0,0
13812458,67,0,0
13688893,433,155,0
13819997,81,0,0
13690588,472,492,0
13822265,122,0,0
13682221,448,433,0
13682293,435,410,0
13682326,441,450,0
13682344,421,407,0
13682449,432,360,0
13682485,432,375,0
13682977,424,344,0
13683001,447,466,0
13683055,420,367,0
13683106,423,463,0
13683511,440,380,0
13683628,432,371,0
13814783,101,0,0
13817003,60,0,0
13685977,513,488,0
13858799,83,0,0
13858871,57,0,0
13729873,153,0,0
13730695,111,0,0
13731544,93,0,0
13732258,114,0,0
13732627,84,0,0
13732654,107,0,0
13737310,87,0,0
13870481,104,0,0
13871084,77,0,0
13877132,119,0,0
13878374,116,0,0
13856957,79,0,0
13732771,177,0,0
13732834,103,0,0
13733782,104,0,0
13733926,140,0,0
13734997,69,0,0
13800842,62,0,0
13757710,113,0,0
13758085,140,0,0
12311048,119,44,0
13903289,105,0,0
13904816,101,0,0
13855400,108,0,0
13898030,104,26,0
13910876,91,0,0
13906784,103,0,0
13897097,91,0,0
13795373,101,0,0
13878896,135,0,0
13897292,108,0,0
13805981,92,0,0
13771792,199,0,0
13872239,55,0,0
13741720,61,0,0
13874006,95,0,0
13874804,98,0,0
13875779,76,0,0
13733509,99,0,0
13734025,181,0,0
13734115,77,0,0
13734283,78,0,0
13735267,128,0,0
13735282,149,0,0
13738750,119,0,0
16622360,56,13,0
13871006,107,0,0
13740037,121,0,0
13736167,92,0,0
8185667,89,47,0
13690750,482,448,0
13691233,446,473,0
13692259,464,505,0
13692595,454,441,0
13859012,66,0,0
13807568,93,0,0
14174542,33,23,0
19968071,16,20,0
13808024,115,0,0
13808936,69,0,0
9924293,90,130,0
13857920,84,0,0
13858082,70,0,0
13859099,137,0,0
13729438,107,0,0
13729624,162,0,0
13729645,166,0,0
13860845,85,0,0
13731097,104,0,0
13731802,116,0,0
13732192,138,0,0
13732378,146,0,0
13732417,97,0,0
13737394,87,0,0
13832858,100,0,0
13833932,98,0,0
13829009,123,0,0
13830449,85,0,0
13830554,95,0,0
13830689,106,0,0
13689871,444,157,0
13690963,494,469,0
13822130,113,0,0
13692280,473,548,0
13692391,472,550,0
13692982,448,435,0
13693129,436,460,0
13824782,71,0,0
13812488,109,0,0
13681972,450,471,0
13682155,470,459,0
13683304,428,370,0
13683445,439,344,0
13814993,59,0,0
13947674,89,0,0
13818896,131,0,0
13837763,108,0,0
13681969,463,430,0
13682242,424,438,0
13682470,429,368,0
13682503,431,419,0
13682980,438,366,0
13683022,416,340,0
13683040,428,407,0
13683058,428,374,0
13683268,422,363,0
13683337,425,356,0
13683481,439,356,0
13683619,431,380,0
13702786,459,369,0
13735009,72,0,0
13735042,110,0,0
13735585,84,0,0
13735660,78,0,0
13736059,75,0,0
13818707,97,0,0
13819922,93,0,0
13820843,99,0,0
13689919,447,142,0
13690171,484,485,0
13801673,94,0,0
13802879,129,0,0
13825445,116,0,0
13696033,476,624,0
13837004,92,0,0
13733389,68,0,0
13733497,106,0,0
13733863,109,0,0
13733872,143,0,0
13734265,86,0,0
13734940,74,0,0
13735405,72,0,0
13866527,81,0,0
13735582,82,0,0
13735729,71,0,0
13736101,81,0,0
13736137,115,0,0
13736140,114,0,0
13736248,100,0,0
13736506,75,0,0
13871357,86,0,0
13732840,113,0,0
13864133,106,0,0
7834982,311,127,0
13733464,113,0,0
13858376,111,0,0
13873703,66,0,0
13874045,78,0,0
13745377,110,0,0
13729270,139,0,0
13729831,122,0,0
13730356,116,0,0
13730533,127,0,0
13730725,123,0,0
13732096,91,0,0
13860140,95,0,0
13729585,127,0,0
13730671,158,0,0
13796120,100,0,0
5280082,3148,211,1
13910375,102,0,0
13839404,113,0,0
13700257,627,427,0
13739893,93,0,0
13878458,70,0,0
13913114,72,0,0
13915106,120,0,0
13877069,170,0,0
13878638,120,0,0
13909409,98,0,0
13909703,97,0,0
13910021,95,0,0
8668667,346,51,0
16796008,25,6,0
13902047,101,0,0
13899638,94,0,0
13907249,107,0,0
13909112,65,0,0
13909643,169,0,0
13732981,119,0,0
13733197,86,0,0
13733248,94,0,0
13864379,91,0,0
13733791,103,0,0
13734415,141,0,0
13734457,81,0,0
13735387,103,0,0
13736392,93,0,0
13736611,126,0,0
13908014,91,0,0
14564292,291,200,0
13909097,64,0,0
13643645,399,251,0
13730425,153,0,0
13807496,98,0,0
13808546,69,0,0
13677688,671,455,0
13808870,63,0,0
13809635,107,0,0
13798334,94,0,0
13805312,63,0,0
13806092,110,0,0
13797857,99,0,0
7518815,292,146,0
13811915,100,27,0
13812092,85,0,0
13682026,447,447,0
13682044,437,446,0
13682062,448,455,0
13682098,462,388,0
13682218,437,335,0
13682572,418,344,0
13682590,435,385,0
13682869,432,368,0
13683265,431,352,0
13803707,92,0,0
13803743,93,16,0
13828472,117,203,0
13829399,71,0,0
13830566,96,0,0
14067583,101,14,0
13806914,113,0,0
12840527,189,33,0
15025944,5650,0,0
13693624,460,483,0
13826117,117,73,0
13826135,107,0,0
13696204,470,542,0
17113032,55,7,0
13831283,93,0,0
13832018,85,0,0
13837190,84,0,0
13690903,476,481,0
13691089,457,453,0
13692361,473,638,0
13692466,485,545,0
12210608,191,76,0
13729720,101,0,0
13729858,121,0,0
13856294,106,0,0
13730395,128,0,0
13730989,104,0,0
13731112,98,0,0
13732618,83,0,0
13733119,129,0,0
13733641,104,0,0
13734469,86,0,0
13865699,88,0,0
13735501,82,0,0
13736743,104,0,0
13736830,70,0,0
13736872,86,0,0
13738015,140,0,0
13877252,66,0,0
13909031,117,0,0
13681858,456,375,0
13681876,491,459,0
13682551,424,348,0
13683157,415,344,0
13730845,88,0,0
13731178,132,0,0
13731727,115,0,0
13733329,77,0,0
13864451,95,0,0
13733719,130,0,0
13733860,137,0,0
13899854,65,0,0
13837682,106,0,0
13833242,71,0,0
13839938,97,0,0
13840397,120,0,0
13818311,91,0,0
13688977,428,155,0
13810370,95,0,0
13691929,450,468,0
13824581,57,0,0
13824953,75,0,0
13689616,434,142,0
13683370,420,332,0
13683544,428,347,0
13682131,428,445,0
13682272,427,436,0
13682782,447,386,0
13682851,440,370,0
13682938,449,477,0
13831517,100,162,0
13857938,91,0,0
13920935,97,0,0
13836077,59,0,0
13839962,102,0,0
7424369,128,32,0
13696150,485,559,0
13842998,82,0,0
13735354,76,0,0
13735492,136,0,0
13735861,78,0,0
13736281,72,0,0
13804052,64,0,0
13910321,83,0,0
13691473,444,451,0
13874174,94,0,0
13744621,126,0,0
13904717,139,0,0
13899704,102,0,0
13902140,109,0,0
13948304,65,0,0
13818815,122,0,0
13858358,96,0,0
13730668,126,0,0
13731094,86,0,0
13840370,98,0,0
13693387,445,479,0
13824656,93,0,0
7795385,146,41,0
13839653,113,0,0
13841198,101,0,0
13835699,60,0,0
13838318,120,0,0
1008333,450,304,0
13832669,107,0,0
13832846,116,0,0
13833215,83,0,0
13821407,60,0,0
13821527,201,0,0
13822031,153,220,0
13693036,452,523,0
13829600,66,0,0
13831112,96,0,0
13771729,95,0,0
13759024,118,0,0
13908308,82,0,0
13910471,94,0,0
13926299,104,0,0
13811360,92,0,0
13812620,85,0,0
13682269,444,484,0
13796990,81,0,0
13804325,83,0,0
13806119,107,0,0
13806530,76,0,0
13807952,73,0,0
13913183,120,0,0
13913195,101,0,0
13833227,110,0,0
13922975,110,0,0
13699663,697,509,0
13811606,102,0,0
13682053,460,494,0
13682593,425,372,0
13683064,429,368,0
13683484,429,368,0
13819307,101,0,0
13689961,444,154,0
13690852,477,471,0
13691764,445,480,0
13691815,437,431,0
13823243,93,0,0
13693168,439,473,0
13693309,462,516,0
13836629,89,0,0
13838513,98,0,0
13808897,122,0,0
13809983,86,0,0
13810526,83,0,0
13811546,97,20,0
13812137,78,0,0
13813007,128,0,0
13682332,444,367,0
13682791,436,364,0
13682896,431,342,0
13682965,433,434,0
13683043,422,395,0
13683061,432,358,0
13839464,114,0,0
13696105,459,462,0
13829204,88,0,0
13690051,431,144,0
13822376,71,0,0
13691920,449,463,0
13692193,467,503,0
13823405,136,359,0
13693324,441,563,0
13838525,110,0,0
13819043,60,0,0
13800875,106,0,0
13801424,90,0,0
13868570,107,0,0
6685475,316,607,0
13796138,111,0,0
13731439,91,0,0
13731568,117,0,0
13731967,115,0,0
13732231,124,0,0
13733050,109,0,0
13733239,149,0,0
13864322,106,0,0
13734343,145,0,0
13734604,113,0,0
13757761,61,0,0
13800725,75,0,0
13801700,94,0,0
13802222,95,0,0
13732582,159,0,0
13732891,92,0,0
13733989,72,0,0
13734433,104,0,0
13735207,80,0,0
13872710,95,0,0
13874681,57,0,0
13482867,229,117,0
13876661,113,0,0
13735858,102,0,0
13735897,82,0,0
13736272,82,0,0
13736536,92,0,0
12294983,278,21,0
13869404,110,0,0
13870172,98,0,0
13729606,98,0,0
13861058,89,0,0
13730056,144,0,0
13730161,125,0,0
13730398,83,0,0
13731229,148,0,0
13855712,75,0,0
13856072,86,0,0
13858142,114,71,0
6472202,399,445,0
13682506,442,369,0
13803782,113,0,0
13805081,157,0,0
14604768,758,476,0
13819811,96,0,0
13683091,440,447,0
13683250,432,398,0
13683412,437,383,0
13869455,78,0,0
13738846,78,0,0
13739830,90,0,0
13871951,105,0,0
13748842,110,0,0
13729390,170,0,0
13729591,162,0,0
13862960,62,0,0
13732579,135,0,0
13732651,94,0,0
13732828,80,0,0
13856492,92,0,0
13729654,114,0,0
13729813,141,0,0
13730659,147,0,0
13733296,115,0,0
12403427,400,164,1
13801103,97,0,0
13801313,68,0,0
13802213,76,0,0
13802993,62,0,0
13729261,193,0,0
13729294,110,0,0
13729660,135,0,0
13730500,155,0,0
13731181,101,0,0
13732030,116,0,0
13732060,102,0,0
13732477,101,0,0
13732939,79,0,0
13732999,145,0,0
13864238,60,0,0
13909253,112,0,0
13910249,96,0,0
13910267,86,0,0
19679093,27,4,0
13737064,74,0,0
13737643,62,0,0
13736686,70,0,0
13898324,130,0,0
13834466,91,0,0
13805873,113,0,0
13806296,67,0,0
7517270,317,148,0
13809518,93,59,0
13809746,82,0,0
13811774,62,0,0
13813373,165,0,0
13813481,89,0,0
13682704,444,478,0
13682731,450,480,0
13682884,439,367,0
13683079,422,347,0
13814300,108,0,0
13831460,68,0,0
13702393,470,385,0
13951094,94,0,0
13820645,88,0,0
13690807,478,480,0
13822160,106,0,0
13691695,440,429,0
13818656,100,0,0
13819250,72,0,0
13696165,483,506,0
13829834,66,0,0
13825403,105,0,0
13903145,82,0,0
13903271,104,0,0
13904399,69,0,0
13902392,88,0,0
13903112,91,0,0
13904498,131,0,0
13904831,93,0,0
13905314,99,0,0
13918271,88,0,0
13909697,100,0,0
13915028,104,0,0
13908554,57,0,0
13899677,78,0,0
13798682,176,0,0
13800227,108,0,0
825513,267,259,0
13904627,102,0,0
13904846,112,0,0
13905533,103,0,0
13926677,116,0,0
13841150,119,0,0
13841345,76,0,0
13841513,142,0,0
13712209,621,455,0
13820453,66,0,0
13746202,96,0,0
13878650,88,0,0
13836896,95,0,0
13858193,103,66,0
13858631,103,77,0
13860203,57,0,0
13832297,111,0,0
13683505,431,364,0
13734397,96,0,0
13736497,118,0,0
13736575,79,0,0
13737274,123,0,0
13868903,92,0,0
13842278,61,0,0
13731130,109,0,0
13731595,109,0,0
13732405,150,0,0
13865183,107,0,0
13907816,130,0,0
13821938,84,0,0
13690939,485,488,0
13692922,454,539,0
13693111,448,448,0
13824353,122,0,0
13693519,445,470,0
13869758,62,0,0
13739950,101,0,0
13872113,81,0,0
12576599,357,165,1
13838378,83,0,0
8335121,182,41,0
13877867,89,0,0
13877915,92,0,0
13868588,145,0,0
13732381,104,0,0
13733056,97,0,0
13734487,130,0,0
13735045,77,0,0
13735984,91,0,0
13736188,99,0,0
13842620,54,0,0
13858340,110,0,0
13876538,136,0,0
20037359,26,2,0
13833041,95,0,0
13826816,93,74,0
13831385,58,0,0
13924292,124,0,0
13813112,88,0,0
19967977,17,3,0
13800893,102,0,0
13928081,113,0,0
13798103,95,0,0
13897331,73,0,0
13902986,90,0,0
13643774,247,210,0
12464801,282,32,0
13907804,139,0,0
13681975,522,432,0
13682974,453,458,0
13814441,88,15,0
13683655,448,466,0
13868006,63,0,0
13737319,104,0,0
13868804,104,0,0
